District,Year,Offence Group,Total Number of Offences
Fremantle District,18,Common Assault (Family),846.0
Fremantle District,18,Common Assault (Non-Family),540.0
Fremantle District,18,Criminal Damage,441.0
Fremantle District,18,Cultivate or Manufacture Drugs,41.0
Fremantle District,18,Damage,2093.0
Fremantle District,18,Deprivation of Liberty,13.0
Fremantle District,18,Driving Causing Death,1.0
Fremantle District,18,Drug Dealing,155.0
Fremantle District,18,Drug Possession,1239.0
Fremantle District,18,Forgery,14.0
Fremantle District,18,Fraud (Credit Card),4029.0
Fremantle District,18,Fraud (Not Elsewhere Classified),262.0
Fremantle District,18,Graffiti,166.0
Fremantle District,18,Kidnapping / Child Stealing,0.0
Fremantle District,18,Manslaughter,1.0
Fremantle District,18,Murder,3.0
Fremantle District,18,Non-Assaultive Sexual Offences,104.0
Fremantle District,18,Other Drug Offences,19.0
Fremantle District,18,Other Fire Related Offences,2.0
Fremantle District,18,Possess Stolen Property,379.0
Fremantle District,18,Possess Weapon to Cause Fear (Family),33.0
Fremantle District,18,Possess Weapon to Cause Fear (Non-Family),156.0
Fremantle District,18,Possession of Drug Paraphernalia,862.0
Fremantle District,18,Receiving Stolen Property,38.0
Fremantle District,18,Regulated Weapons Offences,323.0
Fremantle District,18,Robbery (Business),19.0
Fremantle District,18,Robbery (Non-Business),97.0
Fremantle District,18,Serious Assault (Family),152.0
Fremantle District,18,Serious Assault (Non-Family),304.0
Fremantle District,18,Sexual Assault,282.0
Fremantle District,18,Stealing (Not Elsewhere Classified),0.0
Fremantle District,18,Stealing From Dwelling,1569.0
Fremantle District,18,Stealing From Motor Vehicle (Contents or Parts),3915.0
Fremantle District,18,Stealing From Other Premises or Place,2796.0
Fremantle District,18,Stealing From Retail Premises (Shoplift),1869.0
Fremantle District,18,Stealing as a Servant,25.0
Fremantle District,18,Stealing of Motor Vehicle,625.0
Fremantle District,18,Threatening Behaviour (Family),98.0
Fremantle District,18,Threatening Behaviour (Non-Family),133.0
Fremantle District,19,Assault Police Officer,70.0
Fremantle District,19,Attempted / Conspiracy to Murder,0.0
Fremantle District,19,Breach of Family Violence Restraint Order,685.0
Fremantle District,19,Breach of Police Order,137.0
Fremantle District,19,Breach of Violence Restraint Order,71.0
Fremantle District,19,Burglary (Dwelling),2390.0
Fremantle District,19,Burglary (Non-Dwelling),802.0
Fremantle District,19,Cause Bushfire,2.0
Fremantle District,19,Cause Damage by Fire,54.0
Fremantle District,19,Common Assault (Family),1179.0
Fremantle District,19,Common Assault (Non-Family),597.0
Fremantle District,19,Criminal Damage,522.0
Fremantle District,19,Cultivate or Manufacture Drugs,47.0
Fremantle District,19,Damage,2163.0
Fremantle District,19,Deprivation of Liberty,28.0
Fremantle District,19,Driving Causing Death,0.0
Fremantle District,19,Drug Dealing,142.0
Fremantle District,19,Drug Possession,1279.0
Fremantle District,19,Forgery,11.0
Fremantle District,19,Fraud (Credit Card),3313.0
Fremantle District,19,Fraud (Not Elsewhere Classified),453.0
Fremantle District,19,Graffiti,174.0
Fremantle District,19,Kidnapping / Child Stealing,0.0
Fremantle District,19,Manslaughter,0.0
Fremantle District,19,Murder,2.0
Fremantle District,19,Non-Assaultive Sexual Offences,97.0
Fremantle District,19,Other Drug Offences,81.0
Fremantle District,19,Other Fire Related Offences,1.0
Fremantle District,19,Possess Stolen Property,402.0
Fremantle District,19,Possess Weapon to Cause Fear (Family),46.0
Fremantle District,19,Possess Weapon to Cause Fear (Non-Family),160.0
Fremantle District,19,Possession of Drug Paraphernalia,748.0
Fremantle District,19,Receiving Stolen Property,32.0
Fremantle District,19,Regulated Weapons Offences,365.0
Fremantle District,19,Robbery (Business),16.0
Fremantle District,19,Robbery (Non-Business),157.0
Fremantle District,19,Serious Assault (Family),204.0
Fremantle District,19,Serious Assault (Non-Family),347.0
Fremantle District,19,Sexual Assault,344.0
Fremantle District,19,Stealing (Not Elsewhere Classified),0.0
Fremantle District,19,Stealing From Dwelling,1560.0
Fremantle District,19,Stealing From Motor Vehicle (Contents or Parts),3786.0
Fremantle District,19,Stealing From Other Premises or Place,2719.0
Fremantle District,19,Stealing From Retail Premises (Shoplift),2454.0
Fremantle District,19,Stealing as a Servant,15.0
Fremantle District,19,Stealing of Motor Vehicle,766.0
Fremantle District,19,Threatening Behaviour (Family),176.0
Fremantle District,19,Threatening Behaviour (Non-Family),151.0
Fremantle District,20,Assault Police Officer,19.0
Fremantle District,20,Attempted / Conspiracy to Murder,2.0
Fremantle District,20,Breach of Family Violence Restraint Order,192.0
Fremantle District,20,Breach of Police Order,29.0
Fremantle District,20,Breach of Violence Restraint Order,18.0
Fremantle District,20,Burglary (Dwelling),583.0
Fremantle District,20,Burglary (Non-Dwelling),189.0
Fremantle District,20,Cause Bushfire,23.0
Fremantle District,20,Cause Damage by Fire,16.0
Fremantle District,20,Common Assault (Family),346.0
Fremantle District,20,Common Assault (Non-Family),151.0
Fremantle District,20,Criminal Damage,140.0
Fremantle District,20,Cultivate or Manufacture Drugs,9.0
Fremantle District,20,Damage,481.0
Fremantle District,20,Deprivation of Liberty,8.0
Fremantle District,20,Driving Causing Death,2.0
Fremantle District,20,Drug Dealing,32.0
Fremantle District,20,Drug Possession,238.0
Fremantle District,20,Forgery,5.0
Fremantle District,20,Fraud (Credit Card),848.0
Fremantle District,20,Fraud (Not Elsewhere Classified),82.0
Fremantle District,20,Graffiti,39.0
Fremantle District,20,Kidnapping / Child Stealing,0.0
Fremantle District,20,Manslaughter,0.0
Fremantle District,20,Murder,0.0
Fremantle District,20,Non-Assaultive Sexual Offences,29.0
Fremantle District,20,Other Drug Offences,11.0
Fremantle District,20,Other Fire Related Offences,1.0
Fremantle District,20,Possess Stolen Property,52.0
Fremantle District,20,Possess Weapon to Cause Fear (Family),25.0
Fremantle District,20,Possess Weapon to Cause Fear (Non-Family),41.0
Fremantle District,20,Possession of Drug Paraphernalia,156.0
Fremantle District,20,Receiving Stolen Property,2.0
Fremantle District,20,Regulated Weapons Offences,43.0
Fremantle District,20,Robbery (Business),12.0
Fremantle District,20,Robbery (Non-Business),33.0
Fremantle District,20,Serious Assault (Family),72.0
Fremantle District,20,Serious Assault (Non-Family),90.0
Fremantle District,20,Sexual Assault,80.0
Fremantle District,20,Stealing (Not Elsewhere Classified),0.0
Fremantle District,20,Stealing From Dwelling,429.0
Fremantle District,20,Stealing From Motor Vehicle (Contents or Parts),760.0
Fremantle District,20,Stealing From Other Premises or Place,700.0
Fremantle District,20,Stealing From Retail Premises (Shoplift),703.0
Fremantle District,20,Stealing as a Servant,2.0
Fremantle District,20,Stealing of Motor Vehicle,211.0
Fremantle District,20,Threatening Behaviour (Family),66.0
Fremantle District,20,Threatening Behaviour (Non-Family),57.0
Goldfields-Esperance District,10,Assault Police Officer,67.0
Goldfields-Esperance District,10,Attempted / Conspiracy to Murder,0.0
Goldfields-Esperance District,10,Breach of Family Violence Restraint Order,130.0
Goldfields-Esperance District,10,Breach of Police Order,80.0
Goldfields-Esperance District,10,Breach of Violence Restraint Order,45.0
Goldfields-Esperance District,10,Burglary (Dwelling),579.0
Goldfields-Esperance District,10,Burglary (Non-Dwelling),359.0
Goldfields-Esperance District,10,Cause Bushfire,2.0
Goldfields-Esperance District,10,Cause Damage by Fire,32.0
Goldfields-Esperance District,10,Common Assault (Family),333.0
Goldfields-Esperance District,10,Common Assault (Non-Family),359.0
Goldfields-Esperance District,10,Criminal Damage,191.0
Goldfields-Esperance District,10,Cultivate or Manufacture Drugs,45.0
Goldfields-Esperance District,10,Damage,1181.0
Goldfields-Esperance District,10,Deprivation of Liberty,20.0
Goldfields-Esperance District,10,Driving Causing Death,2.0
Goldfields-Esperance District,10,Drug Dealing,38.0
Goldfields-Esperance District,10,Drug Possession,348.0
Goldfields-Esperance District,10,Forgery,1.0
Goldfields-Esperance District,10,Fraud (Credit Card),0.0
Goldfields-Esperance District,10,Fraud (Not Elsewhere Classified),76.0
Goldfields-Esperance District,10,Graffiti,97.0
Goldfields-Esperance District,10,Kidnapping / Child Stealing,0.0
Goldfields-Esperance District,10,Manslaughter,1.0
Goldfields-Esperance District,10,Murder,0.0
Goldfields-Esperance District,10,Non-Assaultive Sexual Offences,15.0
Goldfields-Esperance District,10,Other Drug Offences,95.0
Goldfields-Esperance District,10,Other Fire Related Offences,0.0
Goldfields-Esperance District,10,Possess Stolen Property,55.0
Goldfields-Esperance District,10,Possess Weapon to Cause Fear (Family),27.0
Goldfields-Esperance District,10,Possess Weapon to Cause Fear (Non-Family),52.0
Goldfields-Esperance District,10,Possession of Drug Paraphernalia,279.0
Goldfields-Esperance District,10,Receiving Stolen Property,18.0
Goldfields-Esperance District,10,Regulated Weapons Offences,94.0
Goldfields-Esperance District,10,Robbery (Business),1.0
Goldfields-Esperance District,10,Robbery (Non-Business),22.0
Goldfields-Esperance District,10,Serious Assault (Family),175.0
Goldfields-Esperance District,10,Serious Assault (Non-Family),207.0
Goldfields-Esperance District,10,Sexual Assault,157.0
Goldfields-Esperance District,10,Stealing (Not Elsewhere Classified),1561.0
Goldfields-Esperance District,10,Stealing From Dwelling,0.0
Goldfields-Esperance District,10,Stealing From Motor Vehicle (Contents or Parts),0.0
Goldfields-Esperance District,10,Stealing From Other Premises or Place,0.0
Goldfields-Esperance District,10,Stealing From Retail Premises (Shoplift),0.0
Goldfields-Esperance District,10,Stealing as a Servant,34.0
Goldfields-Esperance District,10,Stealing of Motor Vehicle,147.0
Goldfields-Esperance District,10,Threatening Behaviour (Family),44.0
Goldfields-Esperance District,10,Threatening Behaviour (Non-Family),61.0
Goldfields-Esperance District,11,Assault Police Officer,43.0
Goldfields-Esperance District,11,Attempted / Conspiracy to Murder,0.0
Goldfields-Esperance District,11,Breach of Family Violence Restraint Order,231.0
Goldfields-Esperance District,11,Breach of Police Order,79.0
Goldfields-Esperance District,11,Breach of Violence Restraint Order,16.0
Goldfields-Esperance District,11,Burglary (Dwelling),740.0
Goldfields-Esperance District,11,Burglary (Non-Dwelling),390.0
Goldfields-Esperance District,11,Cause Bushfire,1.0
Goldfields-Esperance District,11,Cause Damage by Fire,83.0
Goldfields-Esperance District,11,Common Assault (Family),376.0
Goldfields-Esperance District,11,Common Assault (Non-Family),307.0
Goldfields-Esperance District,11,Criminal Damage,280.0
Goldfields-Esperance District,11,Cultivate or Manufacture Drugs,39.0
Goldfields-Esperance District,11,Damage,1387.0
Goldfields-Esperance District,11,Deprivation of Liberty,16.0
Goldfields-Esperance District,11,Driving Causing Death,4.0
Goldfields-Esperance District,11,Drug Dealing,69.0
Goldfields-Esperance District,11,Drug Possession,316.0
Goldfields-Esperance District,11,Forgery,4.0
Goldfields-Esperance District,11,Fraud (Credit Card),0.0
Goldfields-Esperance District,11,Fraud (Not Elsewhere Classified),142.0
Goldfields-Esperance District,11,Graffiti,194.0
Goldfields-Esperance District,11,Kidnapping / Child Stealing,0.0
Goldfields-Esperance District,11,Manslaughter,2.0
Goldfields-Esperance District,11,Murder,1.0
Goldfields-Esperance District,11,Non-Assaultive Sexual Offences,15.0
Goldfields-Esperance District,11,Other Drug Offences,51.0
Goldfields-Esperance District,11,Other Fire Related Offences,0.0
Goldfields-Esperance District,11,Possess Stolen Property,64.0
Goldfields-Esperance District,11,Possess Weapon to Cause Fear (Family),15.0
Goldfields-Esperance District,11,Possess Weapon to Cause Fear (Non-Family),51.0
Goldfields-Esperance District,11,Possession of Drug Paraphernalia,262.0
Goldfields-Esperance District,11,Receiving Stolen Property,19.0
Goldfields-Esperance District,11,Regulated Weapons Offences,83.0
Goldfields-Esperance District,11,Robbery (Business),5.0
Goldfields-Esperance District,11,Robbery (Non-Business),32.0
Goldfields-Esperance District,11,Serious Assault (Family),181.0
Goldfields-Esperance District,11,Serious Assault (Non-Family),221.0
Goldfields-Esperance District,11,Sexual Assault,122.0
Goldfields-Esperance District,11,Stealing (Not Elsewhere Classified),1746.0
Goldfields-Esperance District,11,Stealing From Dwelling,0.0
Goldfields-Esperance District,11,Stealing From Motor Vehicle (Contents or Parts),0.0
Goldfields-Esperance District,11,Stealing From Other Premises or Place,0.0
Goldfields-Esperance District,11,Stealing From Retail Premises (Shoplift),0.0
Goldfields-Esperance District,11,Stealing as a Servant,20.0
Goldfields-Esperance District,11,Stealing of Motor Vehicle,213.0
Goldfields-Esperance District,11,Threatening Behaviour (Family),25.0
Goldfields-Esperance District,11,Threatening Behaviour (Non-Family),33.0
Goldfields-Esperance District,12,Assault Police Officer,50.0
Goldfields-Esperance District,12,Attempted / Conspiracy to Murder,1.0
Goldfields-Esperance District,12,Breach of Family Violence Restraint Order,111.0
Goldfields-Esperance District,12,Breach of Police Order,97.0
Goldfields-Esperance District,12,Breach of Violence Restraint Order,29.0
Goldfields-Esperance District,12,Burglary (Dwelling),802.0
Goldfields-Esperance District,12,Burglary (Non-Dwelling),339.0
Goldfields-Esperance District,12,Cause Bushfire,5.0
Goldfields-Esperance District,12,Cause Damage by Fire,49.0
Goldfields-Esperance District,12,Common Assault (Family),433.0
Goldfields-Esperance District,12,Common Assault (Non-Family),244.0
Goldfields-Esperance District,12,Criminal Damage,298.0
Goldfields-Esperance District,12,Cultivate or Manufacture Drugs,35.0
Goldfields-Esperance District,12,Damage,1290.0
Goldfields-Esperance District,12,Deprivation of Liberty,8.0
Goldfields-Esperance District,12,Driving Causing Death,3.0
Goldfields-Esperance District,12,Drug Dealing,83.0
Goldfields-Esperance District,12,Drug Possession,397.0
Goldfields-Esperance District,12,Forgery,4.0
Goldfields-Esperance District,12,Fraud (Credit Card),0.0
Goldfields-Esperance District,12,Fraud (Not Elsewhere Classified),765.0
Goldfields-Esperance District,12,Graffiti,153.0
Goldfields-Esperance District,12,Kidnapping / Child Stealing,0.0
Goldfields-Esperance District,12,Manslaughter,0.0
Goldfields-Esperance District,12,Murder,5.0
Goldfields-Esperance District,12,Non-Assaultive Sexual Offences,12.0
Goldfields-Esperance District,12,Other Drug Offences,16.0
Goldfields-Esperance District,12,Other Fire Related Offences,2.0
Goldfields-Esperance District,12,Possess Stolen Property,60.0
